1.173660341962787470e+02 1.545093614951504739e-12 1.364950161250932332e-13
1.616692002722744519e+02 1.678938975343839076e-12 2.868664209278951853e-13
2.226958633787211568e+02 2.382488426980349731e-12 5.425603669183380564e-13
3.067587857332841850e+02 4.166507273771232315e-12 3.987869077270963203e-13
4.225536621869300120e+02 5.045016195873636244e-12 7.566771368613888259e-13
5.820586262941814084e+02 7.838211826260658618e-12 2.846675466837410752e-12
8.017733006739232451e+02 1.245708620398824932e-11 2.379321680231402973e-12
1.104425562363638164e+03 1.415494088075637812e-11 1.790134673449951016e-12
1.521322575567163085e+03 1.588698045132165012e-11 4.622868805781777391e-13
2.095589288948629473e+03 1.465422761890980125e-11 5.164189968433021413e-13
2.886629396345500481e+03 1.833075022583871161e-11 1.351486438408152116e-12
3.976270214678618686e+03 1.402386975161462420e-11 8.924395630582790910e-13
5.477227121762456591e+03 1.195446998381254075e-11 1.387037464451365780e-12
7.544763138235311089e+03 9.223647346673102464e-12 1.479580139562276096e-12
1.039274975213326979e+04 7.134044671610987752e-12 7.697714804581647054e-13
1.431579036101173187e+04 3.801930762661374711e-12 1.036042081193847529e-12
3.741708150939175539e+04 4.882972156936575232e-12 2.364912645173726043e-12
