2.226958633787211568e+02 3.681298184534599185e-11 3.703507328554796878e-12
3.067587857332841850e+02 3.358267709693528895e-11 2.521796016060860408e-12
4.225536621869300120e+02 3.497206610660237168e-11 3.653779695437793612e-12
5.820586262941814084e+02 3.896089191477150208e-11 3.020542523355684713e-12
8.017733006739232451e+02 3.957272949949227999e-11 8.291122477196673973e-13
1.104425562363638164e+03 4.174041070691445833e-11 3.688033729999952704e-12
1.521322575567163085e+03 4.196883868929557523e-11 1.626897535406080992e-12
2.095589288948629473e+03 3.669083004744846841e-11 2.803365812179813253e-12
2.886629396345500481e+03 2.923123000028452230e-11 2.289591706979104898e-12
3.976270214678618686e+03 2.353456293710918899e-11 2.145682693486168503e-12
5.477227121762456591e+03 2.012892320132120257e-11 1.737332066476431899e-12
7.544763138235311089e+03 1.298091484725612219e-11 1.338490731685026626e-12
1.039274975213326979e+04 9.236628377993700593e-12 1.674012530820415078e-12
1.431579036101173187e+04 3.921761988315186472e-12 1.498542806736350695e-12
1.971969483998879514e+04 2.033655513711567035e-12 1.036164127306300169e-12
2.716345760701671679e+04 5.344658746068074964e-12 1.803134809119071067e-12
3.741708150939175539e+04 4.865300312275963359e-12 1.952921480498698638e-12
5.154122898989178066e+04 3.760890191470517679e-12 2.069995958771835543e-12
