1.148153621496882835e+02 1.270420251139935962e-11 1.625416208216101875e-12
1.513561248436208757e+02 1.861787309852846456e-11 3.113119906939298847e-12
1.995262314968878741e+02 2.177391787612188326e-11 2.914354233412210353e-12
2.630267991895381670e+02 2.317762242224007405e-11 4.424708079395803913e-12
3.467368504525316553e+02 2.103203846398061860e-11 3.509628002604139372e-12
4.570881896148752048e+02 2.995778883656274889e-11 2.721668882410585709e-12
6.025595860743580943e+02 3.118561282359868582e-11 2.726918841098742143e-12
7.943282347242812875e+02 3.422918154037479901e-11 2.301130842935600088e-12
1.047128548050899553e+03 3.519568303191832242e-11 2.017162566233263736e-12
1.380384264602885196e+03 2.994177159861272489e-11 5.498121269852946319e-13
1.819700858609984380e+03 2.331916086669155667e-11 5.318667072942366136e-13
2.398832919019492238e+03 2.050896652526362102e-11 1.372610352674231446e-12
3.162277660168379498e+03 1.741398468767055063e-11 8.266250112027650493e-13
4.168693834703354696e+03 1.334538036670939414e-11 7.822911533122572026e-13
5.495408738576248652e+03 9.239487274089555950e-12 1.303695100524030820e-12
7.244359600749906349e+03 5.776749483463553798e-12 1.110097045428943792e-12
9.549925860214369095e+03 2.723137349976982459e-12 9.436575758179845426e-13
1.258925411794166212e+04 2.709824925685602950e-12 9.125606779460757330e-13
